Train Type,Car No.,Car Type,Car Direction,Door No.,Case,Case Offset (mm),Stop Error (mm),Front Ref Position (mm),Base Door Start (mm),Base Door End (mm),Door Width (mm),Actual Door Start (mm),Actual Door End (mm),Door Center (mm),Unit ID,Unit Start (mm),Unit End (mm),Unit Center (mm),Overlap Width (mm),Move Distance (mm),Direction,Effective Opening Width (mm),Min Required Width (mm),Valid?,Command,Confidence,Source / Note
KTX-산천,6,T(중간),정방향,1,8,122.5,30,152.5,10144.5,10224.5,80,10297,10377,10337,75,10360,10500,10430,45,45,RIGHT,108,108,OK,UNIT_75:RIGHT:45.0mm,추정,KTX-1과 동일 구조로 추정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,7,T(중간),정방향,1,8,122.5,30,152.5,12014.5,12094.5,80,12167,12247,12207,87,12040,12180,12110,41,41,LEFT,108,108,OK,UNIT_87:LEFT:41.0mm,추정,KTX-1과 동일 구조로 추정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-산천,7,T(중간),정방향,1,8,122.5,30,152.5,12014.5,12094.5,80,12167,12247,12207,88,12180,12320,12250,67,67,RIGHT,108,108,OK,UNIT_88:RIGHT:67.0mm,추정,KTX-1과 동일 구조로 추정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-산천,8,T(중간),정방향,1,8,122.5,30,152.5,13884.5,13964.5,80,14037,14117,14077,101,14000,14140,14070,103,103,LEFT,108,108,OK,UNIT_101:LEFT:103.0mm,추정,KTX-1과 동일 구조로 추정 / 8호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,8,T(중간),정방향,1,8,122.5,30,152.5,13884.5,13964.5,80,14037,14117,14077,102,14140,14280,14210,5,5,RIGHT,108,108,OK,UNIT_102:RIGHT:5.0mm,추정,KTX-1과 동일 구조로 추정 / 8호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,9,T(단부),역방향,1,8,122.5,30,152.5,15759,15839,80,15911.5,15991.5,15951.5,114,15820,15960,15890,48.5,48.5,LEFT,108,108,OK,UNIT_114:LEFT:48.5mm,추정,단부객차 위치 추정 / 9호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,9,T(단부),역방향,1,8,122.5,30,152.5,15759,15839,80,15911.5,15991.5,15951.5,115,15960,16100,16030,59.5,59.5,RIGHT,108,108,OK,UNIT_115:RIGHT:59.5mm,추정,단부객차 위치 추정 / 9호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,2,T(단부),정방향,1,8,122.5,35,157.5,4270,4350,80,4427.5,4507.5,4467.5,32,4340,4480,4410,52.5,52.5,LEFT,108,108,OK,UNIT_32:LEFT:52.5mm,추정,단부객차 위치 추정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,2,T(단부),정방향,1,8,122.5,35,157.5,4270,4350,80,4427.5,4507.5,4467.5,33,4480,4620,4550,55.5,55.5,RIGHT,108,108,OK,UNIT_33:RIGHT:55.5mm,추정,단부객차 위치 추정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,3,T(중간),정방향,1,8,122.5,35,157.5,4534.5,4614.5,80,4692,4772,4732,34,4620,4760,4690,68,68,LEFT,108,108,OK,UNIT_34:LEFT:68.0mm,추정,KTX-1과 동일 구조로 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,3,T(중간),정방향,1,8,122.5,35,157.5,4534.5,4614.5,80,4692,4772,4732,35,4760,4900,4830,40,40,RIGHT,108,108,OK,UNIT_35:RIGHT:40.0mm,추정,KTX-1과 동일 구조로 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,4,T(중간),정방향,1,8,122.5,35,157.5,6404.5,6484.5,80,6562,6642,6602,47,6440,6580,6510,46,46,LEFT,108,108,OK,UNIT_47:LEFT:46.0mm,추정,KTX-1과 동일 구조로 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-산천,4,T(중간),정방향,1,8,122.5,35,157.5,6404.5,6484.5,80,6562,6642,6602,48,6580,6720,6650,62,62,RIGHT,108,108,OK,UNIT_48:RIGHT:62.0mm,추정,KTX-1과 동일 구조로 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-산천,5,T(중간),정방향,1,8,122.5,35,157.5,8274.5,8354.5,80,8432,8512,8472,61,8400,8540,8470,108,108,LEFT,108,108,OK,UNIT_61:LEFT:108.0mm,추정,KTX-1과 동일 구조로 추정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,6,T(중간),정방향,1,8,122.5,35,157.5,10144.5,10224.5,80,10302,10382,10342,74,10220,10360,10290,58,58,LEFT,108,108,OK,UNIT_74:LEFT:58.0mm,추정,KTX-1과 동일 구조로 추정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,6,T(중간),정방향,1,8,122.5,35,157.5,10144.5,10224.5,80,10302,10382,10342,75,10360,10500,10430,50,50,RIGHT,108,108,OK,UNIT_75:RIGHT:50.0mm,추정,KTX-1과 동일 구조로 추정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,7,T(중간),정방향,1,8,122.5,35,157.5,12014.5,12094.5,80,12172,12252,12212,87,12040,12180,12110,36,36,LEFT,108,108,OK,UNIT_87:LEFT:36.0mm,추정,KTX-1과 동일 구조로 추정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-산천,7,T(중간),정방향,1,8,122.5,35,157.5,12014.5,12094.5,80,12172,12252,12212,88,12180,12320,12250,72,72,RIGHT,108,108,OK,UNIT_88:RIGHT:72.0mm,추정,KTX-1과 동일 구조로 추정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-산천,8,T(중간),정방향,1,8,122.5,35,157.5,13884.5,13964.5,80,14042,14122,14082,101,14000,14140,14070,98,98,LEFT,108,108,OK,UNIT_101:LEFT:98.0mm,추정,KTX-1과 동일 구조로 추정 / 8호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,8,T(중간),정방향,1,8,122.5,35,157.5,13884.5,13964.5,80,14042,14122,14082,102,14140,14280,14210,10,10,RIGHT,108,108,OK,UNIT_102:RIGHT:10.0mm,추정,KTX-1과 동일 구조로 추정 / 8호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-산천,9,T(단부),역방향,1,8,122.5,35,157.5,15759,15839,80,15916.5,15996.5,15956.5,114,15820,15960,15890,57.5,57.5,LEFT,108,108,OK,UNIT_114:LEFT:57.5mm,추정,단부객차 위치 추정 / 9호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10
KTX-산천,9,T(단부),역방향,1,8,122.5,35,157.5,15759,15839,80,15916.5,15996.5,15956.5,115,15960,16100,16030,50.5,50.5,RIGHT,108,108,OK,UNIT_115:RIGHT:50.5mm,추정,단부객차 위치 추정 / 9호차 역방향 / Global opening=BOTH / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-35,-35,610,690,80,575,655,615,4,420,560,490,13,13,LEFT,108,108,OK,UNIT_4:LEFT:13.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-35,-35,610,690,80,575,655,615,5,560,700,630,95,95,RIGHT,108,108,OK,UNIT_5:RIGHT:95.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-35,-35,2845,2925,80,2810,2890,2850,20,2660,2800,2730,18,18,LEFT,108,108,OK,UNIT_20:LEFT:18.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-35,-35,2845,2925,80,2810,2890,2850,21,2800,2940,2870,90,90,RIGHT,108,108,OK,UNIT_21:RIGHT:90.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-35,-35,5275,5355,80,5240,5320,5280,38,5180,5320,5250,80,80,LEFT,108,108,OK,UNIT_38:LEFT:80.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-35,-35,5275,5355,80,5240,5320,5280,39,5320,5460,5390,28,28,RIGHT,108,108,OK,UNIT_39:RIGHT:28.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-35,-35,7705,7785,80,7670,7750,7710,55,7560,7700,7630,58,58,LEFT,108,108,OK,UNIT_55:LEFT:58.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-35,-35,7705,7785,80,7670,7750,7710,56,7700,7840,7770,50,50,RIGHT,108,108,OK,UNIT_56:RIGHT:50.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-35,-35,10135,10215,80,10100,10180,10140,72,9940,10080,10010,8,8,LEFT,108,108,OK,UNIT_72:LEFT:8.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-35,-35,10135,10215,80,10100,10180,10140,73,10080,10220,10150,100,100,RIGHT,108,108,OK,UNIT_73:RIGHT:100.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-35,-35,14360,14440,80,14325,14405,14365,103,14280,14420,14350,95,95,LEFT,108,108,OK,UNIT_103:LEFT:95.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-35,-35,14360,14440,80,14325,14405,14365,104,14420,14560,14490,13,13,RIGHT,108,108,OK,UNIT_104:RIGHT:13.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-30,-30,610,690,80,580,660,620,4,420,560,490,8,8,LEFT,108,108,OK,UNIT_4:LEFT:8.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-30,-30,610,690,80,580,660,620,5,560,700,630,100,100,RIGHT,108,108,OK,UNIT_5:RIGHT:100.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-30,-30,2845,2925,80,2815,2895,2855,20,2660,2800,2730,13,13,LEFT,108,108,OK,UNIT_20:LEFT:13.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-30,-30,2845,2925,80,2815,2895,2855,21,2800,2940,2870,95,95,RIGHT,108,108,OK,UNIT_21:RIGHT:95.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-30,-30,5275,5355,80,5245,5325,5285,38,5180,5320,5250,75,75,LEFT,108,108,OK,UNIT_38:LEFT:75.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-30,-30,5275,5355,80,5245,5325,5285,39,5320,5460,5390,33,33,RIGHT,108,108,OK,UNIT_39:RIGHT:33.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-30,-30,7705,7785,80,7675,7755,7715,55,7560,7700,7630,53,53,LEFT,108,108,OK,UNIT_55:LEFT:53.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-30,-30,7705,7785,80,7675,7755,7715,56,7700,7840,7770,55,55,RIGHT,108,108,OK,UNIT_56:RIGHT:55.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-30,-30,10135,10215,80,10105,10185,10145,72,9940,10080,10010,3,3,LEFT,108,108,OK,UNIT_72:LEFT:3.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-30,-30,10135,10215,80,10105,10185,10145,73,10080,10220,10150,105,105,RIGHT,108,108,OK,UNIT_73:RIGHT:105.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-30,-30,14360,14440,80,14330,14410,14370,103,14280,14420,14350,90,90,LEFT,108,108,OK,UNIT_103:LEFT:90.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-30,-30,14360,14440,80,14330,14410,14370,104,14420,14560,14490,18,18,RIGHT,108,108,OK,UNIT_104:RIGHT:18.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-25,-25,610,690,80,585,665,625,4,420,560,490,3,3,LEFT,108,108,OK,UNIT_4:LEFT:3.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-25,-25,610,690,80,585,665,625,5,560,700,630,105,105,RIGHT,108,108,OK,UNIT_5:RIGHT:105.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-25,-25,2845,2925,80,2820,2900,2860,20,2660,2800,2730,8,8,LEFT,108,108,OK,UNIT_20:LEFT:8.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-25,-25,2845,2925,80,2820,2900,2860,21,2800,2940,2870,100,100,RIGHT,108,108,OK,UNIT_21:RIGHT:100.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-25,-25,5275,5355,80,5250,5330,5290,38,5180,5320,5250,70,70,LEFT,108,108,OK,UNIT_38:LEFT:70.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-25,-25,5275,5355,80,5250,5330,5290,39,5320,5460,5390,38,38,RIGHT,108,108,OK,UNIT_39:RIGHT:38.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-25,-25,7705,7785,80,7680,7760,7720,55,7560,7700,7630,48,48,LEFT,108,108,OK,UNIT_55:LEFT:48.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-25,-25,7705,7785,80,7680,7760,7720,56,7700,7840,7770,60,60,RIGHT,108,108,OK,UNIT_56:RIGHT:60.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-25,-25,10135,10215,80,10110,10190,10150,73,10080,10220,10150,108,110,RIGHT,108,108,OK,UNIT_73:RIGHT:110.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-25,-25,14360,14440,80,14335,14415,14375,103,14280,14420,14350,85,85,LEFT,108,108,OK,UNIT_103:LEFT:85.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-25,-25,14360,14440,80,14335,14415,14375,104,14420,14560,14490,23,23,RIGHT,108,108,OK,UNIT_104:RIGHT:23.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-20,-20,610,690,80,590,670,630,5,560,700,630,108,110,RIGHT,108,108,OK,UNIT_5:RIGHT:110.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-20,-20,2845,2925,80,2825,2905,2865,20,2660,2800,2730,3,3,LEFT,108,108,OK,UNIT_20:LEFT:3.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-20,-20,2845,2925,80,2825,2905,2865,21,2800,2940,2870,105,105,RIGHT,108,108,OK,UNIT_21:RIGHT:105.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-20,-20,5275,5355,80,5255,5335,5295,38,5180,5320,5250,65,65,LEFT,108,108,OK,UNIT_38:LEFT:65.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-20,-20,5275,5355,80,5255,5335,5295,39,5320,5460,5390,43,43,RIGHT,108,108,OK,UNIT_39:RIGHT:43.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-20,-20,7705,7785,80,7685,7765,7725,55,7560,7700,7630,43,43,LEFT,108,108,OK,UNIT_55:LEFT:43.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-20,-20,7705,7785,80,7685,7765,7725,56,7700,7840,7770,65,65,RIGHT,108,108,OK,UNIT_56:RIGHT:65.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-20,-20,10135,10215,80,10115,10195,10155,73,10080,10220,10150,105,105,LEFT,108,108,OK,UNIT_73:LEFT:105.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-20,-20,10135,10215,80,10115,10195,10155,74,10220,10360,10290,3,3,RIGHT,108,108,OK,UNIT_74:RIGHT:3.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-20,-20,14360,14440,80,14340,14420,14380,103,14280,14420,14350,80,80,LEFT,108,108,OK,UNIT_103:LEFT:80.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-20,-20,14360,14440,80,14340,14420,14380,104,14420,14560,14490,28,28,RIGHT,108,108,OK,UNIT_104:RIGHT:28.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-15,-15,610,690,80,595,675,635,5,560,700,630,105,105,LEFT,108,108,OK,UNIT_5:LEFT:105.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-15,-15,610,690,80,595,675,635,6,700,840,770,3,3,RIGHT,108,108,OK,UNIT_6:RIGHT:3.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-15,-15,2845,2925,80,2830,2910,2870,21,2800,2940,2870,108,110,RIGHT,108,108,OK,UNIT_21:RIGHT:110.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-15,-15,5275,5355,80,5260,5340,5300,38,5180,5320,5250,60,60,LEFT,108,108,OK,UNIT_38:LEFT:60.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-15,-15,5275,5355,80,5260,5340,5300,39,5320,5460,5390,48,48,RIGHT,108,108,OK,UNIT_39:RIGHT:48.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-15,-15,7705,7785,80,7690,7770,7730,55,7560,7700,7630,38,38,LEFT,108,108,OK,UNIT_55:LEFT:38.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-15,-15,7705,7785,80,7690,7770,7730,56,7700,7840,7770,70,70,RIGHT,108,108,OK,UNIT_56:RIGHT:70.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-15,-15,10135,10215,80,10120,10200,10160,73,10080,10220,10150,100,100,LEFT,108,108,OK,UNIT_73:LEFT:100.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-15,-15,10135,10215,80,10120,10200,10160,74,10220,10360,10290,8,8,RIGHT,108,108,OK,UNIT_74:RIGHT:8.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-15,-15,14360,14440,80,14345,14425,14385,103,14280,14420,14350,75,75,LEFT,108,108,OK,UNIT_103:LEFT:75.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-15,-15,14360,14440,80,14345,14425,14385,104,14420,14560,14490,33,33,RIGHT,108,108,OK,UNIT_104:RIGHT:33.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-10,-10,610,690,80,600,680,640,5,560,700,630,100,100,LEFT,108,108,OK,UNIT_5:LEFT:100.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-10,-10,610,690,80,600,680,640,6,700,840,770,8,8,RIGHT,108,108,OK,UNIT_6:RIGHT:8.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-10,-10,2845,2925,80,2835,2915,2875,21,2800,2940,2870,105,105,LEFT,108,108,OK,UNIT_21:LEFT:105.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,2,M',정방향,1,1,0,-10,-10,2845,2925,80,2835,2915,2875,22,2940,3080,3010,3,3,RIGHT,108,108,OK,UNIT_22:RIGHT:3.0mm,추정,객차 단부 위치 추정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-10,-10,5275,5355,80,5265,5345,5305,38,5180,5320,5250,55,55,LEFT,108,108,OK,UNIT_38:LEFT:55.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,3,M,정방향,1,1,0,-10,-10,5275,5355,80,5265,5345,5305,39,5320,5460,5390,53,53,RIGHT,108,108,OK,UNIT_39:RIGHT:53.0mm,추정,객차 단부 위치 추정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-10,-10,7705,7785,80,7695,7775,7735,55,7560,7700,7630,33,33,LEFT,108,108,OK,UNIT_55:LEFT:33.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,4,M,정방향,1,1,0,-10,-10,7705,7785,80,7695,7775,7735,56,7700,7840,7770,75,75,RIGHT,108,108,OK,UNIT_56:RIGHT:75.0mm,추정,객차 단부 위치 추정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-10,-10,10135,10215,80,10125,10205,10165,73,10080,10220,10150,95,95,LEFT,108,108,OK,UNIT_73:LEFT:95.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,5,M',정방향,1,1,0,-10,-10,10135,10215,80,10125,10205,10165,74,10220,10360,10290,13,13,RIGHT,108,108,OK,UNIT_74:RIGHT:13.0mm,추정,객차 단부 위치 추정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-10,-10,14360,14440,80,14350,14430,14390,103,14280,14420,14350,70,70,LEFT,108,108,OK,UNIT_103:LEFT:70.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,6,Tc,역방향,1,1,0,-10,-10,14360,14440,80,14350,14430,14390,104,14420,14560,14490,38,38,RIGHT,108,108,OK,UNIT_104:RIGHT:38.0mm,추정,사진 기반 위치 추정 / 6호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10
KTX-이음,1,Tc,정방향,1,1,0,-5,-5,610,690,80,605,685,645,5,560,700,630,95,95,LEFT,108,108,OK,UNIT_5:LEFT:95.0mm,추정,사진 기반 위치 추정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10
